\\\\\\\\,width,height,,,,,,,,
ref_screen,640,960,,,,,,,,
key,filename1,filename2,x_psd,y_psd,width,height,z_order,is_toggle,label_1,label_2
bg,bg_78.png,0,60,171,520,619,30,0,0,0
title,text_37.png,0,294,183,53,29,40,0,0,0
return,btn_44.png,btn_44_s.png,523,179,40,40,40,0,0,0
table,0,0,88,247,465,511,35,0,0,0
cell,bg_51.png,0,88,247,465,123,10,0,0,0
card,0,0,95,253,81,112,45,0,0,0
mtitle,0,0,180,278,234,28,45,0,0,0
gold,icon_11.png,0,180,308,32,36,45,0,0,0
gold_num,0,0,215,316,80,22,45,0,0,0
exp,label_exp.png,0,298,314,43,26,45,0,0,0
exp_num,0,0,341,316,80,22,45,0,0,0
btn_get,btn_78.png,btn_78_s.png,416,314,131,50,50,0,btn_label_107.png,btn_label_108.png
